id,symbol,date,prediction
10603,IMX,2024-05-07,0.7066666666666667
10630,GOG,2024-05-07,0.5066666666666667
10688,YGG,2024-05-07,0.085
10791,XEC,2024-05-07,0.27166666666666667
10804,FLOKI,2024-05-07,0.03166666666666667
10903,C98,2024-05-07,0.8383333333333334
11092,BGB,2024-05-07,0.17
11232,HIGH,2024-05-07,0.051666666666666666
11396,JOE,2024-05-07,0.5066666666666667
11419,TON,2024-05-07,0.03166666666666667
11584,BTRST,2024-05-07,0.5066666666666667
11823,POKT,2024-05-07,0.11166666666666666
11840,OP,2024-05-07,0.15833333333333333
11841,ARB,2024-05-07,0.06333333333333334
11857,GMX,2024-05-07,0.8083333333333333
11865,BONE,2024-05-07,0.7666666666666667
11877,GAL,2024-05-07,0.20166666666666666
11948,XRD,2024-05-07,0.32666666666666666
11976,AZERO,2024-05-07,0.8233333333333334
12147,SYN,2024-05-07,0.08166666666666667
12220,OSMO,2024-05-07,0.06833333333333333
12387,RBN,2024-05-07,0.025
12749,NAKA,2024-05-07,0.24
12885,ASTR,2024-05-07,0.7933333333333333
12999,SSV,2024-05-07,0.945
13502,WLD,2024-05-07,0.25166666666666665
13631,MANTA,2024-05-07,0.5066666666666667
13769,WMTX,2024-05-07,0.5066666666666667
13855,ENS,2024-05-07,0.875
14101,RON,2024-05-07,0.215
14519,VVS,2024-05-07,0.5066666666666667
14783,MAGIC,2024-05-07,0.5066666666666667
14878,ALPH,2024-05-07,0.5066666666666667
15185,KUJI,2024-05-07,0.5066666666666667
15271,RLB,2024-05-07,0.5066666666666667
16086,BTT,2024-05-07,0.5066666666666667
17751,T,2024-05-07,0.7233333333333334
17799,AXL,2024-05-07,0.24
17917,RSS3,2024-05-07,0.85
18069,GMT,2024-05-07,0.905
18876,APE,2024-05-07,0.865
19091,H2O,2024-05-07,0.5066666666666667
20314,LUNA,2024-05-07,0.5066666666666667
20362,POLYX,2024-05-07,0.20833333333333334
20396,KAS,2024-05-07,0.8616666666666667
20947,SUI,2024-05-07,0.021666666666666667
21159,ONDO,2024-05-07,0.5066666666666667
21259,ZETA,2024-05-07,0.12166666666666667
21296,ETHW,2024-05-07,0.8
21794,APT,2024-05-07,0.16166666666666665
21846,ID,2024-05-07,0.13333333333333333
22059,VENOM,2024-05-07,0.13333333333333333
22074,ALEX,2024-05-07,0.675
22615,FTN,2024-05-07,0.13833333333333334
22691,STRK,2024-05-07,0.9816666666666667
22861,TIA,2024-05-07,0.5066666666666667
22974,TAO,2024-05-07,0.9616666666666667
23054,CHEEL,2024-05-07,0.7766666666666666
23095,BONK,2024-05-07,0.095
23121,BLUR,2024-05-07,0.9333333333333333
23149,SEI,2024-05-07,0.5066666666666667
23254,CORE,2024-05-07,0.005
23355,0x0,2024-05-07,0.043333333333333335
23635,FORM,2024-05-07,0.5066666666666667
23711,PRIME,2024-05-07,0.9483333333333334
24007,AGI,2024-05-07,0.011666666666666667
24225,METFI,2024-05-07,0.5066666666666667
24478,PEPE,2024-05-07,0.0016666666666666668
24600,MOBILE,2024-05-07,0.2783333333333333
24613,EDU,2024-05-07,0.845
24781,CYBER,2024-05-07,0.5066666666666667
25028,ORDI,2024-05-07,0.5066666666666667
26680,NTRN,2024-05-07,0.5066666666666667
27075,MNT,2024-05-07,0.5066666666666667
27178,PAAL,2024-05-07,0.5066666666666667
27565,ARKM,2024-05-07,0.5066666666666667
27659,MOG,2024-05-07,0.5066666666666667
27765,ZBU,2024-05-07,0.5066666666666667
27872,TRUMP,2024-05-07,0.5066666666666667
28177,PYTH,2024-05-07,0.5066666666666667
28230,BIGTIME,2024-05-07,0.5066666666666667
28298,BEAM,2024-05-07,0.8816666666666667
28301,MEME,2024-05-07,0.5066666666666667
28324,DYDX,2024-05-07,0.018333333333333333
28382,MYRO,2024-05-07,0.5066666666666667
28675,COQ,2024-05-07,0.5066666666666667
28752,WIF,2024-05-07,0.5066666666666667
28782,POPCAT,2024-05-07,0.5066666666666667
28846,AI,2024-05-07,0.5066666666666667
28932,DYM,2024-05-07,0.5066666666666667
28933,XAI,2024-05-07,0.5066666666666667
29073,ALT,2024-05-07,0.5066666666666667
29210,JUP,2024-05-07,0.5066666666666667
29270,AERO,2024-05-07,0.5066666666666667
29335,PIXEL,2024-05-07,0.5066666666666667
29447,NMT,2024-05-07,0.5066666666666667
29513,GPU,2024-05-07,0.5066666666666667
29555,PORTAL,2024-05-07,0.5066666666666667
29676,AEVO,2024-05-07,0.5066666666666667
29743,BRETT,2024-05-07,0.5066666666666667
29814,ETHFI,2024-05-07,0.5066666666666667
29870,BOME,2024-05-07,0.5066666666666667
29920,SLERF,2024-05-07,0.5066666666666667
30008,APU,2024-05-07,0.5066666666666667
30096,DEGEN,2024-05-07,0.5066666666666667
30126,MEW,2024-05-07,0.5066666666666667
1,BTC,2024-05-08,0.92
2,LTC,2024-05-08,0.7783333333333333
52,XRP,2024-05-08,0.885
74,DOGE,2024-05-08,0.9033333333333333
109,DGB,2024-05-08,0.745
131,DASH,2024-05-08,0.49666666666666665
328,XMR,2024-05-08,0.7533333333333333
512,XLM,2024-05-08,0.31166666666666665
541,SYS,2024-05-08,0.79
873,XEM,2024-05-08,0.49666666666666665
1027,ETH,2024-05-08,0.9616666666666667
1042,SC,2024-05-08,0.27
1168,DCR,2024-05-08,0.88
1214,LSK,2024-05-08,0.08166666666666667
1274,WAVES,2024-05-08,0.04833333333333333
1321,ETC,2024-05-08,0.97
1376,NEO,2024-05-08,0.9033333333333333
1437,ZEC,2024-05-08,0.49666666666666665
1455,GLM,2024-05-08,0.055
1518,MKR,2024-05-08,0.9883333333333333
1567,XNO,2024-05-08,0.7416666666666667
1586,ARK,2024-05-08,0.7166666666666667
1637,RLC,2024-05-08,0.22166666666666668
1659,GNO,2024-05-08,0.8583333333333333
1680,ANT,2024-05-08,0.8316666666666667
1684,QTUM,2024-05-08,0.49666666666666665
1697,BAT,2024-05-08,0.49666666666666665
1720,IOTA,2024-05-08,0.49666666666666665
1732,NMR,2024-05-08,0.49666666666666665
1759,SNT,2024-05-08,0.49666666666666665
1765,EOS,2024-05-08,0.49666666666666665
1772,STORJ,2024-05-08,0.49666666666666665
1785,GAS,2024-05-08,0.92
1816,CVC,2024-05-08,0.935
1831,BCH,2024-05-08,0.88
1839,BNB,2024-05-08,0.865
1896,ZRX,2024-05-08,0.49666666666666665
1934,LRC,2024-05-08,0.49666666666666665
1958,TRX,2024-05-08,0.8483333333333334
1966,MANA,2024-05-08,0.49666666666666665
1974,PRO,2024-05-08,0.785
1975,LINK,2024-05-08,0.855
2010,ADA,2024-05-08,0.12166666666666667
2011,XTZ,2024-05-08,0.795
2083,BTG,2024-05-08,0.975
2087,KCS,2024-05-08,0.13666666666666666
2099,ICX,2024-05-08,0.49666666666666665
2130,ENJ,2024-05-08,0.26166666666666666
2132,POWR,2024-05-08,0.13
2280,FIL,2024-05-08,0.30666666666666664
2299,ELF,2024-05-08,0.7583333333333333
2300,WAXP,2024-05-08,0.49666666666666665
2394,TEL,2024-05-08,0.6916666666666667
2405,IOST,2024-05-08,0.16333333333333333
2416,THETA,2024-05-08,0.18833333333333332
2424,AGIX,2024-05-08,0.49666666666666665
2467,TRAC,2024-05-08,0.205
2469,ZIL,2024-05-08,0.49666666666666665
2499,BORG,2024-05-08,0.13
2505,BLZ,2024-05-08,0.68
2545,ABT,2024-05-08,0.051666666666666666
2566,ONT,2024-05-08,0.20166666666666666
2577,RVN,2024-05-08,0.24333333333333335
2586,SNX,2024-05-08,0.095
2634,XDC,2024-05-08,0.6983333333333334
2682,HOT,2024-05-08,0.49666666666666665
2694,NEXO,2024-05-08,0.03833333333333333
2700,CEL,2024-05-08,0.0016666666666666668
2777,IOTX,2024-05-08,0.7716666666666666
2930,IQ,2024-05-08,0.7983333333333333
2982,MVL,2024-05-08,0.29833333333333334
3012,VTHO,2024-05-08,0.805
3029,FLUX,2024-05-08,0.6683333333333333
3077,VET,2024-05-08,0.9383333333333334
3155,QNT,2024-05-08,0.8183333333333334
3217,ONG,2024-05-08,0.07166666666666667
3602,BSV,2024-05-08,0.8283333333333334
3635,CRO,2024-05-08,0.6616666666666666
3640,LPT,2024-05-08,0.8516666666666667
3701,RIF,2024-05-08,0.23833333333333334
3773,FET,2024-05-08,0.14666666666666667
3794,ATOM,2024-05-08,0.28833333333333333
3801,BORA,2024-05-08,0.49666666666666665
3814,CELR,2024-05-08,0.23166666666666666
3822,TFUEL,2024-05-08,0.24333333333333335
3897,OKB,2024-05-08,0.9083333333333333
3911,OCEAN,2024-05-08,0.49666666666666665
3945,ONE,2024-05-08,0.49666666666666665
3957,LEO,2024-05-08,0.07666666666666666
3964,RSR,2024-05-08,0.06833333333333333
3978,CHR,2024-05-08,0.25166666666666665
3987,BDX,2024-05-08,0.925
3992,COTI,2024-05-08,0.825
4030,ALGO,2024-05-08,0.705
4041,MX,2024-05-08,0.045
4066,CHZ,2024-05-08,0.285
4092,DUSK,2024-05-08,0.08666666666666667
4120,PROM,2024-05-08,0.675
4157,RUNE,2024-05-08,0.2816666666666667
4172,LUNC,2024-05-08,0.49666666666666665
4195,FTT,2024-05-08,0.24833333333333332
4256,KLAY,2024-05-08,0.49666666666666665
4269,GT,2024-05-08,0.035
4279,SXP,2024-05-08,0.49666666666666665
4558,FLOW,2024-05-08,0.68
4642,HBAR,2024-05-08,0.10166666666666667
4679,BAND,2024-05-08,0.49666666666666665
4705,PAXG,2024-05-08,0.49666666666666665
4846,KAVA,2024-05-08,0.49666666666666665
4847,STX,2024-05-08,0.155
4944,TRB,2024-05-08,0.18333333333333332
4948,CKB,2024-05-08,0.2783333333333333
4950,LCX,2024-05-08,0.895
5015,HEX,2024-05-08,0.49666666666666665
5034,KSM,2024-05-08,0.175
5113,SURE,2024-05-08,0.49666666666666665
5198,CTC,2024-05-08,0.3016666666666667
5370,HIVE,2024-05-08,0.7016666666666667
5426,SOL,2024-05-08,0.9983333333333333
5444,CTSI,2024-05-08,0.49666666666666665
5488,JST,2024-05-08,0.8616666666666667
5567,CELO,2024-05-08,0.49666666666666665
5617,UMA,2024-05-08,0.9816666666666667
5632,AR,2024-05-08,0.155
5647,KDA,2024-05-08,0.49666666666666665
5665,HNT,2024-05-08,0.8983333333333333
5690,RENDER,2024-05-08,0.49666666666666665
5691,SKL,2024-05-08,0.105
5692,COMP,2024-05-08,0.49666666666666665
5728,BAL,2024-05-08,0.7283333333333334
5805,AVAX,2024-05-08,0.835
5824,SLP,2024-05-08,0.49666666666666665
5864,YFI,2024-05-08,0.9783333333333334
5893,FRONT,2024-05-08,0.065
5899,CSPR,2024-05-08,0.845
5964,TWT,2024-05-08,0.6516666666666666
5994,SHIB,2024-05-08,0.3283333333333333
6535,NEAR,2024-05-08,0.17166666666666666
6536,OM,2024-05-08,0.11833333333333333
6538,CRV,2024-05-08,0.49666666666666665
6636,DOT,2024-05-08,0.79
6719,GRT,2024-05-08,0.7533333333333333
6748,CFG,2024-05-08,0.21833333333333332
6758,SUSHI,2024-05-08,0.49666666666666665
6783,AXS,2024-05-08,0.49666666666666665
6836,GLMR,2024-05-08,0.49666666666666665
6841,PHA,2024-05-08,0.295
6892,EGLD,2024-05-08,0.49666666666666665
6945,AMP,2024-05-08,0.3383333333333333
6953,FRAX,2024-05-08,0.49666666666666665
6958,ACH,2024-05-08,0.8083333333333333
7080,GALA,2024-05-08,0.30666666666666664
7083,UNI,2024-05-08,0.7083333333333334
7127,VELO,2024-05-08,0.32166666666666666
7129,USTC,2024-05-08,0.49666666666666665
7186,CAKE,2024-05-08,0.49666666666666665
7226,INJ,2024-05-08,0.8916666666666667
7278,AAVE,2024-05-08,0.995
7288,XVS,2024-05-08,0.7816666666666666
7326,DEXE,2024-05-08,0.8216666666666667
7334,CFX,2024-05-08,0.09166666666666666
7431,AKT,2024-05-08,0.14666666666666667
7455,AUDIO,2024-05-08,0.49666666666666665
7497,POND,2024-05-08,0.8683333333333333
7501,WOO,2024-05-08,0.335
7533,ORAI,2024-05-08,0.265
7548,WEMIX,2024-05-08,0.2916666666666667
7653,ROSE,2024-05-08,0.3416666666666667
7737,API3,2024-05-08,0.9583333333333334
7950,FLR,2024-05-08,0.665
8037,VANRY,2024-05-08,0.275
8104,1INCH,2024-05-08,0.10833333333333334
8119,SFP,2024-05-08,0.655
8290,SUPER,2024-05-08,0.815
8425,JASMY,2024-05-08,0.8383333333333334
8526,RAY,2024-05-08,0.14166666666666666
8536,MASK,2024-05-08,0.49666666666666665
8646,MINA,2024-05-08,0.9283333333333333
8719,ILV,2024-05-08,0.7116666666666667
8916,ICP,2024-05-08,0.8016666666666666
8972,SFUND,2024-05-08,0.27
9025,TRIBE,2024-05-08,0.49666666666666665
9040,PUNDIX,2024-05-08,0.255
9104,AIOZ,2024-05-08,0.11333333333333333
9258,XCH,2024-05-08,0.915
9260,ZIG,2024-05-08,0.6716666666666666
9263,ZCX,2024-05-08,0.7233333333333334
9481,PENDLE,2024-05-08,0.9916666666666667
9543,BICO,2024-05-08,0.021666666666666667
9640,METIS,2024-05-08,0.9416666666666667
9674,WILD,2024-05-08,0.07666666666666666
9816,NFT,2024-05-08,0.16333333333333333
9903,CVX,2024-05-08,0.7233333333333334
10180,GOMINING,2024-05-08,0.49666666666666665
10407,BabyDoge,2024-05-08,0.19833333333333333
10442,DESO,2024-05-08,0.7616666666666667
10529,SUN,2024-05-08,0.95
10603,IMX,2024-05-08,0.195
10688,YGG,2024-05-08,0.058333333333333334
10791,XEC,2024-05-08,0.33166666666666667
10804,FLOKI,2024-05-08,0.19166666666666668
10903,C98,2024-05-08,0.9116666666666666
11092,BGB,2024-05-08,0.31833333333333336
11232,HIGH,2024-05-08,0.025
11396,JOE,2024-05-08,0.49666666666666665
11419,TON,2024-05-08,0.215
11584,BTRST,2024-05-08,0.49666666666666665
11823,POKT,2024-05-08,0.775
11840,OP,2024-05-08,0.09833333333333333
11841,ARB,2024-05-08,0.018333333333333333
11857,GMX,2024-05-08,0.945
11877,GAL,2024-05-08,0.13666666666666666
11948,XRD,2024-05-08,0.7483333333333333
11976,AZERO,2024-05-08,0.315
12147,SYN,2024-05-08,0.8416666666666667
12220,OSMO,2024-05-08,0.028333333333333332
12387,RBN,2024-05-08,0.041666666666666664
12749,NAKA,2024-05-08,0.8883333333333333
12885,ASTR,2024-05-08,0.8116666666666666
12999,SSV,2024-05-08,0.955
13502,WLD,2024-05-08,0.11333333333333333
13631,MANTA,2024-05-08,0.49666666666666665
13769,WMTX,2024-05-08,0.49666666666666665
13855,ENS,2024-05-08,0.985
14101,RON,2024-05-08,0.03166666666666667
14519,VVS,2024-05-08,0.49666666666666665
14783,MAGIC,2024-05-08,0.21166666666666667
14878,ALPH,2024-05-08,0.225
15185,KUJI,2024-05-08,0.49666666666666665
15271,RLB,2024-05-08,0.8716666666666667
16086,BTT,2024-05-08,0.7383333333333333
17751,T,2024-05-08,0.6583333333333333
17799,AXL,2024-05-08,0.22833333333333333
17917,RSS3,2024-05-08,0.765
18069,GMT,2024-05-08,0.6916666666666667
18876,APE,2024-05-08,0.325
19091,H2O,2024-05-08,0.49666666666666665
20314,LUNA,2024-05-08,0.49666666666666665
20362,POLYX,2024-05-08,0.20833333333333334
20396,KAS,2024-05-08,0.7316666666666667
20947,SUI,2024-05-08,0.015
21159,ONDO,2024-05-08,0.49666666666666665
21259,ZETA,2024-05-08,0.25833333333333336
21296,ETHW,2024-05-08,0.235
21794,APT,2024-05-08,0.735
21846,ID,2024-05-08,0.125
22059,VENOM,2024-05-08,0.16833333333333333
22074,ALEX,2024-05-08,0.6916666666666667
22615,FTN,2024-05-08,0.17833333333333334
22691,STRK,2024-05-08,0.7683333333333333
22861,TIA,2024-05-08,0.49666666666666665
22974,TAO,2024-05-08,0.97
23054,CHEEL,2024-05-08,0.685
23095,BONK,2024-05-08,0.18333333333333332
23121,BLUR,2024-05-08,0.9316666666666666
23149,SEI,2024-05-08,0.49666666666666665
23254,CORE,2024-05-08,0.005
23355,0x0,2024-05-08,0.155
23635,FORM,2024-05-08,0.49666666666666665
23711,PRIME,2024-05-08,0.965
24007,AGI,2024-05-08,0.08666666666666667
24225,METFI,2024-05-08,0.49666666666666665
24478,PEPE,2024-05-08,0.008333333333333333
24600,MOBILE,2024-05-08,0.011666666666666667
24613,EDU,2024-05-08,0.875
24781,CYBER,2024-05-08,0.49666666666666665
25028,ORDI,2024-05-08,0.49666666666666665
26680,NTRN,2024-05-08,0.49666666666666665
27075,MNT,2024-05-08,0.49666666666666665
27178,PAAL,2024-05-08,0.49666666666666665
27565,ARKM,2024-05-08,0.49666666666666665
27659,MOG,2024-05-08,0.49666666666666665
27765,ZBU,2024-05-08,0.49666666666666665
27872,TRUMP,2024-05-08,0.49666666666666665
28177,PYTH,2024-05-08,0.49666666666666665
28230,BIGTIME,2024-05-08,0.49666666666666665
28298,BEAM,2024-05-08,0.95
28301,MEME,2024-05-08,0.49666666666666665
28324,DYDX,2024-05-08,0.06166666666666667
28382,MYRO,2024-05-08,0.49666666666666665
28675,COQ,2024-05-08,0.49666666666666665
28752,WIF,2024-05-08,0.49666666666666665
28782,POPCAT,2024-05-08,0.49666666666666665
28846,AI,2024-05-08,0.49666666666666665
28932,DYM,2024-05-08,0.49666666666666665
28933,XAI,2024-05-08,0.49666666666666665
29073,ALT,2024-05-08,0.49666666666666665
29210,JUP,2024-05-08,0.49666666666666665
29270,AERO,2024-05-08,0.49666666666666665
29335,PIXEL,2024-05-08,0.49666666666666665
29447,NMT,2024-05-08,0.49666666666666665
29555,PORTAL,2024-05-08,0.49666666666666665
29743,BRETT,2024-05-08,0.49666666666666665
29814,ETHFI,2024-05-08,0.49666666666666665
29870,BOME,2024-05-08,0.49666666666666665
29920,SLERF,2024-05-08,0.49666666666666665
30008,APU,2024-05-08,0.49666666666666665
30096,DEGEN,2024-05-08,0.49666666666666665
30126,MEW,2024-05-08,0.49666666666666665
30168,STRAX,2024-05-08,0.7166666666666667
1,BTC,2024-05-09,0.9883333333333333
2,LTC,2024-05-09,0.3466666666666667
52,XRP,2024-05-09,0.91
74,DOGE,2024-05-09,0.6916666666666667
109,DGB,2024-05-09,0.875
131,DASH,2024-05-09,0.5016666666666667
328,XMR,2024-05-09,0.325
512,XLM,2024-05-09,0.31333333333333335
541,SYS,2024-05-09,0.845
873,XEM,2024-05-09,0.5016666666666667
1027,ETH,2024-05-09,0.9266666666666666
1042,SC,2024-05-09,0.125
1168,DCR,2024-05-09,0.935
1214,LSK,2024-05-09,0.056666666666666664
1274,WAVES,2024-05-09,0.075
1321,ETC,2024-05-09,0.9716666666666667
1376,NEO,2024-05-09,0.9383333333333334
1437,ZEC,2024-05-09,0.5016666666666667
1455,GLM,2024-05-09,0.10166666666666667
1518,MKR,2024-05-09,0.9916666666666667
1567,XNO,2024-05-09,0.7516666666666667
1586,ARK,2024-05-09,0.7183333333333334
1637,RLC,2024-05-09,0.08166666666666667
1659,GNO,2024-05-09,0.91
1680,ANT,2024-05-09,0.25166666666666665
1684,QTUM,2024-05-09,0.5016666666666667
1697,BAT,2024-05-09,0.5016666666666667
1720,IOTA,2024-05-09,0.5016666666666667
1732,NMR,2024-05-09,0.5016666666666667
1759,SNT,2024-05-09,0.5016666666666667
