id,pred_10d,pred_30d,release_date
HBAR,0.32544378698224846,0.2465483234714004,2025-06-05
SNX,0.4477317554240631,0.37080867850098614,2025-06-05
ZEREBRO,0.15581854043392504,0.19132149901380668,2025-06-05
HYPER,0.5128205128205128,0.7396449704142012,2025-06-05
SAND,0.48520710059171596,0.3648915187376726,2025-06-05
BERA,0.17159763313609466,0.017751479289940825,2025-06-05
PURR,0.03254437869822485,0.5552268244575936,2025-06-05
GAS,0.7416173570019723,0.3806706114398422,2025-06-05
LDO,0.8895463510848126,0.7928994082840237,2025-06-05
ONDO,0.6903353057199211,0.78698224852071,2025-06-05
DYDX,0.6074950690335305,0.6725838264299803,2025-06-05
FTT,0.68836291913215,0.2781065088757396,2025-06-05
TON,0.700197238658777,0.8599605522682445,2025-06-05
EIGEN,0.393491124260355,0.6932938856015779,2025-06-05
LTC,0.37080867850098614,0.5581854043392505,2025-06-05
BLAST,0.4240631163708087,0.21301775147928995,2025-06-05
AI16Z,0.21104536489151873,0.22287968441814596,2025-06-05
OMNI,0.43589743589743585,0.5996055226824457,2025-06-05
AAVE,0.16962524654832348,0.3431952662721893,2025-06-05
OGN,0.8915187376725838,0.47928994082840237,2025-06-05
SUI,0.36686390532544383,0.2859960552268244,2025-06-05
MEME,0.3431952662721894,0.7278106508875739,2025-06-05
FXS,0.1222879684418146,0.9211045364891519,2025-06-05
NEIROETH,0.46942800788954636,0.9566074950690334,2025-06-05
NIL,0.6548323471400394,0.6469428007889547,2025-06-05
CFX,0.6015779092702169,0.5818540433925049,2025-06-05
ME,0.044378698224852076,0.2613412228796844,2025-06-05
XRP,0.7909270216962524,0.5838264299802761,2025-06-05
TIA,0.1183431952662722,0.1301775147928994,2025-06-05
BNB,0.8658777120315581,0.5562130177514794,2025-06-05
NOT,0.41814595660749504,0.28994082840236685,2025-06-05
IP,0.03254437869822485,0.5552268244575936,2025-06-05
OM,0.601577909270217,0.005917159763313609,2025-06-05
TAO,0.28007889546351084,0.27613412228796846,2025-06-05
OP,0.8757396449704142,0.834319526627219,2025-06-05
CAKE,0.9329388560157791,0.9664694280078896,2025-06-05
AVAX,0.252465483234714,0.4714003944773176,2025-06-05
kPEPE,0.2859960552268244,0.10059171597633136,2025-06-05
GALA,0.2859960552268244,0.46548323471400394,2025-06-05
MNT,0.3293885601577909,0.34516765285996054,2025-06-05
BOME,0.8027613412228797,0.7021696252465484,2025-06-05
SUPER,0.5976331360946746,0.23471400394477315,2025-06-05
SEI,0.5581854043392506,0.3313609467455621,2025-06-05
VINE,0.10256410256410257,0.05917159763313609,2025-06-05
KAS,0.3274161735700197,0.35502958579881655,2025-06-05
BABY,0.8323471400394477,0.8796844181459565,2025-06-05
STX,0.3550295857988166,0.22682445759368833,2025-06-05
S,0.37278106508875736,0.029585798816568046,2025-06-05
FARTCOIN,0.6627218934911242,0.6331360946745561,2025-06-05
STG,0.719921104536489,0.8560157790927021,2025-06-05
RENDER,0.5897435897435898,0.6686390532544378,2025-06-05
ENA,0.46942800788954636,0.15187376725838264,2025-06-05
LINK,0.5897435897435896,0.5147928994082841,2025-06-05
ARB,0.7100591715976331,0.8619329388560159,2025-06-05
ARK,0.40631163708086787,0.34516765285996054,2025-06-05
BIGTIME,0.6844181459566075,0.5719921104536488,2025-06-05
BTC,0.6193293885601577,0.6193293885601577,2025-06-05
ETH,0.9605522682445761,0.9822485207100592,2025-06-05
RSR,0.16173570019723862,0.1321499013806706,2025-06-05
kDOGS,0.3313609467455621,0.6232741617357002,2025-06-05
BRETT,0.6666666666666666,0.6824457593688362,2025-06-05
BANANA,0.6153846153846153,0.4714003944773175,2025-06-05
XLM,0.5404339250493096,0.6114398422090729,2025-06-05
INJ,0.46745562130177515,0.6607495069033531,2025-06-05
ENS,0.9566074950690334,0.9625246548323472,2025-06-05
AR,0.18343195266272186,0.35700197238658776,2025-06-05
DOT,0.044378698224852076,0.2613412228796844,2025-06-05
SPX,0.8619329388560159,0.9132149901380671,2025-06-05
ETHFI,0.5226824457593688,0.7889546351084812,2025-06-05
PAXG,0.7278106508875739,0.7337278106508874,2025-06-05
kLUNC,0.42998027613412226,0.6646942800788954,2025-06-05
GOAT,0.8185404339250493,0.07889546351084813,2025-06-05
kSHIB,0.8599605522682445,0.3510848126232742,2025-06-05
FIL,0.668639053254438,0.8027613412228796,2025-06-05
MEW,0.8205128205128206,0.8126232741617357,2025-06-05
STRK,0.5305719921104536,0.5029585798816568,2025-06-05
TRX,0.8757396449704142,0.923076923076923,2025-06-05
ZK,0.4122287968441814,0.19723865877712032,2025-06-05
KAITO,0.8678500986193294,0.9092702169625246,2025-06-05
PENGU,0.09467455621301775,0.09861932938856015,2025-06-05
kBONK,0.24260355029585798,0.047337278106508875,2025-06-05
VVV,0.14595660749506903,0.757396449704142,2025-06-05
ORDI,0.7337278106508874,0.8717948717948717,2025-06-05
INIT,0.7041420118343195,0.6706114398422091,2025-06-05
APT,0.9881656804733728,1.0,2025-06-05
REZ,0.7830374753451675,0.14003944773175542,2025-06-05
LAYER,0.1775147928994083,0.03944773175542406,2025-06-05
ZEN,0.04339250493096647,0.19132149901380668,2025-06-05
SUSHI,0.13412228796844183,0.5404339250493096,2025-06-05
kFLOKI,0.30769230769230765,0.48323471400394474,2025-06-05
ADA,0.3806706114398422,0.5601577909270217,2025-06-05
kNEIRO,0.08284023668639053,0.7140039447731755,2025-06-05
PEOPLE,0.7869822485207102,0.3254437869822485,2025-06-05
ZORA,0.5956607495069033,0.05325443786982248,2025-06-05
PENDLE,0.9013806706114398,0.4358974358974359,2025-06-05
APE,0.9940828402366865,0.8856015779092702,2025-06-05
HYPE,0.021696252465483234,0.6173570019723865,2025-06-05
FET,0.5936883629191322,0.5147928994082841,2025-06-05
CHILLGUY,0.9743589743589743,0.9842209072978303,2025-06-05
MELANIA,0.9467455621301775,0.8994082840236687,2025-06-05
GRIFFAIN,0.6232741617357002,0.1814595660749507,2025-06-05
PNUT,0.33727810650887574,0.641025641025641,2025-06-05
DOOD,0.2978303747534517,0.83629191321499,2025-06-05
WIF,0.2859960552268244,0.15384615384615383,2025-06-05
ACE,0.7652859960552268,0.7218934911242604,2025-06-05
ZETA,0.4773175542406312,0.27613412228796846,2025-06-05
TRUMP,0.1932938856015779,0.32347140039447736,2025-06-05
NEO,0.6153846153846154,0.757396449704142,2025-06-05
JTO,0.8520710059171597,0.6055226824457595,2025-06-05
YGG,0.23076923076923075,0.4575936883629191,2025-06-05
ZRO,0.8086785009861933,0.47928994082840237,2025-06-05
PROMPT,0.923076923076923,0.42011834319526625,2025-06-05
WLD,0.14990138067061143,0.08481262327416172,2025-06-05
W,0.22287968441814596,0.4161735700197238,2025-06-05
MERL,0.011834319526627219,0.9783037475345168,2025-06-05
BLUR,0.8422090729783037,0.7712031558185405,2025-06-05
UNI,0.3865877712031558,0.611439842209073,2025-06-05
DYM,0.4595660749506903,0.4950690335305719,2025-06-05
MINA,0.24852071005917156,0.23274161735700194,2025-06-05
MKR,0.5483234714003945,0.20315581854043394,2025-06-05
POLYX,0.7948717948717948,0.7810650887573964,2025-06-05
POL,0.8796844181459567,0.8362919132149901,2025-06-05
IO,0.564102564102564,0.358974358974359,2025-06-05
TURBO,0.8579881656804734,0.4773175542406312,2025-06-05
PYTH,0.42011834319526625,0.16962524654832348,2025-06-05
USUAL,0.2564102564102564,0.023668639053254437,2025-06-05
GRASS,0.9960552268244576,0.8086785009861933,2025-06-05
ALT,0.0670611439842209,0.10650887573964496,2025-06-05
HMSTR,0.05325443786982248,0.1755424063116371,2025-06-05
WCT,0.07692307692307691,0.5936883629191322,2025-06-05
WCT,0.03944773175542406,0.005917159763313609,2025-06-06
JTO,0.9309664694280079,0.8461538461538461,2025-06-06
INJ,0.7751479289940829,0.8954635108481263,2025-06-06
REZ,0.8994082840236687,0.29783037475345164,2025-06-06
SNX,0.7041420118343195,0.660749506903353,2025-06-06
RENDER,0.5956607495069033,0.8934911242603549,2025-06-06
LTC,0.3905325443786982,0.7238658777120315,2025-06-06
IOTA,0.5877712031558185,0.554240631163708,2025-06-06
BIGTIME,0.9743589743589745,0.4418145956607495,2025-06-06
ARK,0.8185404339250493,0.8954635108481263,2025-06-06
TNSR,0.18343195266272186,0.0650887573964497,2025-06-06
AVAX,0.5976331360946745,0.668639053254438,2025-06-06
ZEREBRO,0.20315581854043394,0.42998027613412226,2025-06-06
ACE,0.923076923076923,0.8402366863905325,2025-06-06
BSV,0.4260355029585799,0.7554240631163708,2025-06-06
TRX,0.9743589743589743,0.9783037475345168,2025-06-06
IMX,0.30177514792899407,0.4437869822485207,2025-06-06
STRK,0.8027613412228797,0.757396449704142,2025-06-06
APE,0.6410256410256411,0.7258382642998028,2025-06-06
FXS,0.5147928994082841,0.3944773175542406,2025-06-06
ONDO,0.8856015779092702,0.8007889546351086,2025-06-06
MEW,0.05128205128205129,0.35502958579881655,2025-06-06
COMP,0.7179487179487181,0.4122287968441814,2025-06-06
MOVE,0.13214990138067062,0.10650887573964497,2025-06-06
PROMPT,0.47928994082840237,0.9842209072978303,2025-06-06
ALGO,0.6627218934911242,0.6134122287968441,2025-06-06
PNUT,0.15384615384615385,0.126232741617357,2025-06-06
SUPER,0.4378698224852071,0.16173570019723868,2025-06-06
LAYER,0.017751479289940825,0.5483234714003945,2025-06-06
SPX,0.9191321499013806,0.8816568047337278,2025-06-06
BLUR,0.4930966469428007,0.7633136094674556,2025-06-06
VINE,0.08481262327416174,0.08086785009861933,2025-06-06
DOGE,0.25641025641025644,0.1755424063116371,2025-06-06
PENGU,0.0650887573964497,0.2465483234714004,2025-06-06
MINA,0.20907297830374752,0.1321499013806706,2025-06-06
BCH,0.7850098619329389,0.8737672583826429,2025-06-06
HYPE,0.7652859960552267,0.6785009861932938,2025-06-06
MAV,0.2840236686390532,0.049309664694280074,2025-06-06
LINK,0.5443786982248521,0.6193293885601577,2025-06-06
POLYX,0.8126232741617357,0.8915187376725838,2025-06-06
CRV,0.7731755424063117,0.8816568047337278,2025-06-06
DOOD,0.055226824457593686,0.025641025641025637,2025-06-06
EIGEN,0.02958579881656805,0.20907297830374758,2025-06-06
HBAR,0.631163708086785,0.4142011834319526,2025-06-06
YGG,0.27218934911242604,0.2859960552268245,2025-06-06
GOAT,0.6508875739644971,0.16173570019723868,2025-06-06
STX,0.23274161735700197,0.4930966469428008,2025-06-06
LDO,0.13806706114398423,0.01775147928994083,2025-06-06
SOL,0.8500986193293886,0.6528599605522682,2025-06-06
STG,0.504930966469428,0.7790927021696253,2025-06-06
PAXG,0.8303747534516766,0.8737672583826429,2025-06-06
VVV,0.07692307692307691,0.4950690335305719,2025-06-06
XLM,0.6686390532544378,0.8816568047337278,2025-06-06
ARB,0.19723865877712032,0.2583826429980276,2025-06-06
ENS,0.30571992110453644,0.29191321499013806,2025-06-06
INIT,0.854043392504931,0.7080867850098619,2025-06-06
ENA,0.5897435897435896,0.6785009861932938,2025-06-06
MERL,0.18343195266272186,0.37475345167652857,2025-06-06
SOPH,0.8757396449704142,0.9684418145956607,2025-06-06
kNEIRO,0.4260355029585799,0.7021696252465484,2025-06-06
GAS,0.7238658777120316,0.10059171597633136,2025-06-06
IO,0.35305719921104534,0.03550295857988166,2025-06-06
PURR,0.7850098619329389,0.52465483234714,2025-06-06
XAI,0.23076923076923075,0.1794871794871795,2025-06-06
ZETA,0.4240631163708086,0.2465483234714004,2025-06-06
MEME,0.21499013806706113,0.28007889546351084,2025-06-06
S,0.3944773175542406,0.07100591715976332,2025-06-06
LAUNCHCOIN,0.5562130177514794,0.1913214990138067,2025-06-06
FARTCOIN,0.49901380670611434,0.1420118343195266,2025-06-06
TON,0.6291913214990138,0.8244575936883628,2025-06-06
BTC,0.8402366863905325,0.7495069033530571,2025-06-06
SUI,0.1755424063116371,0.23865877712031558,2025-06-06
USUAL,0.44575936883629197,0.6528599605522682,2025-06-06
kFLOKI,0.5384615384615384,0.9151873767258382,2025-06-06
SUSHI,0.3214990138067061,0.7317554240631163,2025-06-06
SEI,0.40433925049309666,0.21499013806706113,2025-06-06
RUNE,0.6706114398422091,0.6587771203155819,2025-06-06
CHILLGUY,0.7100591715976332,0.8579881656804734,2025-06-06
DYDX,0.7633136094674556,0.8757396449704142,2025-06-06
VIRTUAL,0.18540433925049307,0.1301775147928994,2025-06-06
ZK,0.16765285996055224,0.14792899408284024,2025-06-06
ALT,0.11242603550295859,0.22287968441814596,2025-06-06
TRUMP,0.11834319526627218,0.45167652859960555,2025-06-06
W,0.26035502958579876,0.3313609467455621,2025-06-06
MANTA,0.6942800788954635,0.641025641025641,2025-06-06
AI16Z,0.4615384615384615,0.46745562130177515,2025-06-06
MAVIA,0.388560157790927,0.24063116370808676,2025-06-06
NIL,0.7534516765285996,0.8086785009861933,2025-06-06
kSHIB,0.5305719921104536,0.6469428007889547,2025-06-06
kBONK,0.3116370808678501,0.22879684418145954,2025-06-06
OM,0.16370808678500984,0.011834319526627219,2025-06-06
FIL,0.358974358974359,0.43589743589743585,2025-06-06
BABY,0.5502958579881657,0.6962524654832348,2025-06-06
MOODENG,0.09664694280078895,0.23471400394477315,2025-06-06
CFX,0.52465483234714,0.5719921104536488,2025-06-06
GRASS,0.009861932938856016,0.388560157790927,2025-06-06
PYTH,0.242603550295858,0.15779092702169625,2025-06-06
PEOPLE,0.4437869822485207,0.7435897435897436,2025-06-06
BNB,0.9506903353057199,0.514792899408284,2025-06-06
NEIROETH,0.28994082840236685,0.7692307692307692,2025-06-06
SCR,0.32741617357001973,0.31755424063116366,2025-06-06
BIO,0.33530571992110453,0.26429980276134124,2025-06-06
AR,0.25049309664694275,0.4911242603550296,2025-06-06
kPEPE,0.126232741617357,0.04142011834319527,2025-06-06
AAVE,0.40236686390532544,0.8284023668639052,2025-06-06
NXPC,0.9053254437869822,0.4240631163708087,2025-06-06
DOT,0.796844181459566,0.554240631163708,2025-06-06
BRETT,0.9072978303747533,0.48520710059171596,2025-06-06
MELANIA,0.3668639053254437,0.5088757396449703,2025-06-06
TURBO,0.1972386587771203,0.1992110453648915,2025-06-06
NEO,0.5936883629191322,0.8875739644970414,2025-06-06
MKR,0.8678500986193294,0.5857988165680473,2025-06-06
IP,0.611439842209073,0.16765285996055224,2025-06-06
HMSTR,0.22090729783037477,0.3431952662721893,2025-06-06
ETH,0.9329388560157792,0.660749506903353,2025-06-06
SAGA,0.20315581854043394,0.29191321499013806,2025-06-06
PENDLE,0.9368836291913215,0.8047337278106509,2025-06-06
CAKE,0.3175542406311637,0.8185404339250493,2025-06-06
BOME,0.6745562130177515,0.7140039447731755,2025-06-06
ZORA,0.9921104536489151,0.5798816568047337,2025-06-06
ZEN,0.5187376725838265,0.8007889546351085,2025-06-06
BLAST,0.10256410256410255,0.3037475345167653,2025-06-06
SAND,0.47337278106508873,0.5424063116370809,2025-06-06
USTC,0.8244575936883628,0.7416173570019723,2025-06-06
REQ,0.9092702169625246,0.4319526627218935,2025-06-06
UNI,0.8579881656804732,0.3826429980276134,2025-06-06
AIXBT,0.5956607495069034,0.4082840236686391,2025-06-06
OP,0.6094674556213018,0.25443786982248523,2025-06-06
GMX,0.44970414201183434,0.9802761341222879,2025-06-06
ATOM,0.6844181459566073,0.4812623274161736,2025-06-06
NOT,0.29980276134122286,0.4733727810650888,2025-06-06
ORDI,0.7435897435897436,0.4891518737672584,2025-06-06
OGN,0.4812623274161736,0.4615384615384615,2025-06-06
TIA,0.30966469428007887,0.9309664694280079,2025-06-06
FET,0.22682445759368833,0.4832347140039448,2025-06-06
GRIFFAIN,0.0710059171597633,0.7850098619329389,2025-06-06
NEAR,0.6568047337278107,0.5660749506903353,2025-06-06
kLUNC,0.7909270216962524,0.8639053254437868,2025-06-06
kDOGS,0.2662721893491124,0.3530571992110454,2025-06-06
GALA,0.4398422090729783,0.5601577909270218,2025-06-06
APT,1.0,1.0,2025-06-06
ADA,0.717948717948718,0.7238658777120316,2025-06-06
ANIME,0.9546351084812623,0.38264299802761337,2025-06-06
KAS,0.854043392504931,0.6568047337278107,2025-06-06
ME,0.09072978303747535,0.27416173570019725,2025-06-06
XRP,0.8165680473372782,0.6232741617357002,2025-06-06
RSR,0.1932938856015779,0.2938856015779093,2025-06-06
BERA,0.8185404339250493,0.11242603550295859,2025-06-06
MORPHO,0.17357001972386588,0.09270216962524654,2025-06-06
POPCAT,0.7120315581854043,0.5285996055226825,2025-06-06
JUP,0.6055226824457595,0.6173570019723865,2025-06-06
WLD,0.03155818540433925,0.09664694280078895,2025-06-06
ZRO,0.9408284023668639,0.8994082840236687,2025-06-06
ETHFI,0.814595660749507,0.37475345167652857,2025-06-06
WIF,0.031558185404339245,0.3392504930966469,2025-06-06
HYPER,0.7593688362919133,0.5187376725838265,2025-06-06
CELO,0.37475345167652857,0.3234714003944773,2025-06-06
BANANA,0.5088757396449703,0.17357001972386588,2025-06-06
KAITO,0.4319526627218935,0.7514792899408285,2025-06-06
POL,0.8422090729783038,0.9664694280078896,2025-06-06
DYM,0.7712031558185405,0.631163708086785,2025-06-06
FTT,0.6193293885601578,0.44181459566074954,2025-06-06
TRB,0.017751479289940825,0.07495069033530571,2025-06-06
TAO,0.34122287968441817,0.07297830374753451,2025-06-06
MNT,0.6646942800788954,0.7159763313609467,2025-06-06
UMA,0.5562130177514792,0.5956607495069034,2025-06-06
ETC,0.621301775147929,0.8520710059171598,2025-06-06
GMT,0.38461538461538464,0.4102564102564103,2025-06-06
OMNI,0.5897435897435898,0.9309664694280078,2025-06-06
JUP,0.40483234714003946,0.31903353057199213,2025-06-07
DOOD,0.3338264299802761,0.27366863905325445,2025-06-07
GMT,0.6474358974358974,0.5626232741617356,2025-06-07
INJ,0.6122080348800997,0.6457386068722101,2025-06-07
CHILLGUY,0.4265285996055227,0.4620315581854043,2025-06-07
ZEN,0.15620263676943838,0.24397383992525695,2025-06-07
OM,0.2932315997093325,0.01611128412747846,2025-06-07
ATOM,0.946070798297519,0.8208242499740475,2025-06-07
AAVE,0.7382331568566387,0.5478978511367175,2025-06-07
IP,0.5478303747534516,0.581360946745562,2025-06-07
TON,0.7026627218934911,0.7263313609467457,2025-06-07
BLUR,0.33246133084189766,0.38177099553617766,2025-06-07
IO,0.48175542406311633,0.4896449704142012,2025-06-07
VVV,0.36637080867850097,0.7006903353057199,2025-06-07
FARTCOIN,0.16739333540952975,0.19993771410775457,2025-06-07
LDO,0.3511782414616422,0.33638534205335824,2025-06-07
SPX,0.5912228796844181,0.7016765285996056,2025-06-07
NIL,0.32790927021696253,0.32100591715976334,2025-06-07
GAS,0.7346517180525277,0.7228173985259005,2025-06-07
BIGTIME,0.40449496522371015,0.37786774628879893,2025-06-07
GALA,0.6701235336862866,0.6464548946330322,2025-06-07
KAS,0.6343402885913006,0.700415239281636,2025-06-07
LAUNCHCOIN,0.25493096646942803,0.34171597633136097,2025-06-07
ARB,0.6306706114398422,0.6750493096646943,2025-06-07
FXS,0.5698743901173051,0.4426554552060625,2025-06-07
TRX,0.6443060313505657,0.710380982040901,2025-06-07
NOT,0.5553721582061663,0.5080348800996575,2025-06-07
XRP,0.9783037475345167,0.8727810650887573,2025-06-07
ZEREBRO,0.11178241461642272,0.18180213848230042,2025-06-07
MINA,0.3827260458839406,0.32355444825080454,2025-06-07
kNEIRO,0.31903353057199213,0.3052268244575937,2025-06-07
STRK,0.3519049102045053,0.42389702065815427,2025-06-07
BIO,0.3249506903353057,0.2993096646942801,2025-06-07
W,0.24204297726564933,0.39194435793626076,2025-06-07
BCH,0.9483753763105989,0.8970933250285478,2025-06-07
BTC,0.9651510432886952,0.9819163292847504,2025-06-07
PENDLE,0.5048063946849372,0.45845530987231387,2025-06-07
MOVE,0.2578895463510848,0.3801775147928994,2025-06-07
XAI,0.3969428007889546,0.5626232741617356,2025-06-07
SEI,0.5991487594726461,0.5813972801827053,2025-06-07
ALGO,0.706290875116786,0.6796636561818747,2025-06-07
HYPE,0.29043392504930965,0.33579881656804733,2025-06-07
UNI,0.6464497041420119,0.5103550295857988,2025-06-07
MANTA,0.18413785944150315,0.24035087719298243,2025-06-07
FTT,0.2837745250700716,0.2748987854251012,2025-06-07
POPCAT,0.36637080867850097,0.28451676528599606,2025-06-07
CFX,0.6921312156129971,0.6743797363230561,2025-06-07
kFLOKI,0.7312623274161736,0.6247534516765285,2025-06-07
kPEPE,0.5527613412228798,0.3604536489151874,2025-06-07
LTC,0.8740371639157064,0.875023357209592,2025-06-07
CRV,0.6679435274576975,0.7241565452091767,2025-06-07
VIRTUAL,0.05427177410983079,0.10358143880411087,2025-06-07
WLD,0.4491331879995848,0.33177618602719816,2025-06-07
TAO,0.6425049309664694,0.6217948717948718,2025-06-07
TRUMP,0.7342209072978303,0.6099605522682445,2025-06-07
SAGA,0.6819526627218935,0.6977317554240632,2025-06-07
UMA,0.6585798816568047,0.5954635108481262,2025-06-07
SCR,0.2973372781065089,0.5212031558185404,2025-06-07
BOME,0.3014844804318489,0.22850617668431433,2025-06-07
APE,0.6158777120315582,0.6553254437869822,2025-06-07
GOAT,0.3634122287968442,0.28057199211045364,2025-06-07
FIL,0.6382539188207204,0.6678397176372886,2025-06-07
NEAR,0.7349527665317139,0.7655247586421676,2025-06-07
STG,0.30917159763313606,0.43244575936883634,2025-06-07
AR,0.4471815633758953,0.4698640091352642,2025-06-07
SOL,0.8299802761341222,0.8013806706114398,2025-06-07
DOGE,0.6734350669573341,0.666531713900135,2025-06-07
PNUT,0.6770216962524656,0.584319526627219,2025-06-07
PYTH,0.5271462680369563,0.3368109623170352,2025-06-07
kDOGS,0.5557199211045365,0.5764299802761341,2025-06-07
ARK,0.7083151666147618,0.7921415965950378,2025-06-07
ETHFI,0.2337381916329285,0.3816671857157687,2025-06-07
STX,0.3683431952662722,0.3219921104536489,2025-06-07
EIGEN,0.46417523097685043,0.46614761756462153,2025-06-07
DYDX,0.5333437143153743,0.5077026886743485,2025-06-07
ENA,0.39790304162773793,0.37028962939894117,2025-06-07
USUAL,0.4314595660749506,0.3732741617357002,2025-06-07
kLUNC,0.6977317554240632,0.6977317554240632,2025-06-07
NEIROETH,0.27465483234714005,0.27071005917159763,2025-06-07
SNX,0.32556835876673934,0.33641648499948096,2025-06-07
JTO,0.5127063220180629,0.5846984324717118,2025-06-07
ZORA,0.4235700197238659,0.4551282051282052,2025-06-07
ZRO,0.4906311637080868,0.46696252465483234,2025-06-07
PEOPLE,0.26830686182912905,0.39453960344648603,2025-06-07
SUSHI,0.49551541575833075,0.5744108792691789,2025-06-07
BERA,0.3032544378698225,0.28747534516765283,2025-06-07
OP,0.524125402263054,0.5231392089691684,2025-06-07
GRIFFAIN,0.2874753451676529,0.2559171597633136,2025-06-07
ME,0.42061143984220906,0.3328402366863905,2025-06-07
HBAR,0.7560261600747431,0.7530675801930863,2025-06-07
DYM,0.27090210733935427,0.13086265960759888,2025-06-07
MEME,0.4766946953181771,0.3484895671130489,2025-06-07
ENS,0.4738503062389702,0.44623689401017336,2025-06-07
MNT,0.6208086785009861,0.6099605522682445,2025-06-07
PURR,0.26282051282051283,0.28451676528599606,2025-06-07
S,0.2687376725838264,0.29240631163708086,2025-06-07
RSR,0.6494653794248936,0.6405896397799231,2025-06-07
MEW,0.29339250493096647,0.4807692307692307,2025-06-07
SAND,0.6056576352122911,0.5494446174608119,2025-06-07
VINE,0.653353057199211,0.5133136094674555,2025-06-07
AVAX,0.9174400498287139,0.8957437973632305,2025-06-07
BLAST,0.5586785009861932,0.472879684418146,2025-06-07
GMX,0.4807692307692307,0.7480276134122288,2025-06-07
OGN,0.66946953181771,0.6132565140662306,2025-06-07
SUI,0.6839250493096647,0.5705128205128205,2025-06-07
MERL,0.1923492162358559,0.392546454894633,2025-06-07
CAKE,0.6718052527769126,0.6678604796013703,2025-06-07
ANIME,0.45611439842209067,0.3683431952662722,2025-06-07
kBONK,0.46597633136094674,0.40285996055226825,2025-06-07
DOT,0.8434963147513754,0.8720959202740579,2025-06-07
MAVIA,0.048012041939167444,0.029274369355341015,2025-06-07
MKR,0.5926606456970829,0.4950275096024084,2025-06-07
ONDO,0.5659711408699263,0.6231703519152911,2025-06-07
COMP,0.7421104536489151,0.7430966469428009,2025-06-07
AIXBT,0.2785996055226824,0.2776134122287968,2025-06-07
PENGU,0.3693293885601578,0.35552268244575935,2025-06-07
RENDER,0.8467767050763002,0.9207412021177204,2025-06-07
TRB,0.12169625246548323,0.14733727810650887,2025-06-07
SOPH,0.34763313609467456,0.5517751479289941,2025-06-07
GRASS,0.48767258382643,0.6563116370808679,2025-06-07
BRETT,0.3584812623274162,0.33875739644970415,2025-06-07
PAXG,0.5446382227758746,0.5801411813557562,2025-06-07
ACE,0.3752465483234714,0.3121301775147929,2025-06-07
REQ,0.6909062597321707,0.7106301256098827,2025-06-07
MELANIA,0.48471400394477315,0.32790927021696253,2025-06-07
TNSR,0.3609986504723346,0.30873040589639783,2025-06-07
ZK,0.6277120315581854,0.5596646942800789,2025-06-07
TURBO,0.19829751894529224,0.288041108688882,2025-06-07
POLYX,0.4893491124260355,0.43313609467455616,2025-06-07
MAV,0.4504515727187792,0.37352849579570224,2025-06-07
WCT,0.3160749506903353,0.259861932938856,2025-06-07
ETH,0.739561922557874,0.7582995951417004,2025-06-07
BABY,0.5093688362919132,0.3634122287968442,2025-06-07
WIF,0.1361154365202948,0.1213225371120108,2025-06-07
YGG,0.506083255475968,0.486359389598256,2025-06-07
APT,0.8578947368421053,0.8391570642582789,2025-06-07
